	subject	list	trial_type	position	item	text	span	scheme	story	trial
14484	2	213	recall	17	1937	armed with a pellet gun ,	[496, 521]	human	Flight	2
14485	2	213	recall	18	1938	cb radio	[521, 529]	human	Flight	2
14486	2	213	recall	19	1939	and a cooler full of sandwiches	[531, 563]	human	Flight	2
14487	2	213	recall	20	1943	he had himself a nice little lunch	[563, 597]	human	Flight	2
14488	2	213	recall	21	1946	turns out , larry is not a great physicist	[602, 643]	human	Flight	2
14489	2	213	recall	22	1947	when he untied the tether	[645, 670]	human	Flight	2
14490	2	213	recall	23	1948	he rose about 15,000 feet in the air	[672, 708]	human	Flight	2
14491	2	213	recall	24	1950	he did not shoot down anymore balloons	[710, 749]	human	Flight	2
14492	2	213	recall	25	1951	for the fear of the chair tipping .	[749, 784]	human	Flight	2
14493	2	213	recall	26	1952	eventually he came to the approach section of the long beach airport	[784, 852]	human	Flight	2
14494	2	213	recall	27	2241	. what it must have looked like to see	[852, 891]	human	Flight	2
14495	2	213	recall	28	1955	a man sitting in a lawn chair with a gun ,	[891, 933]	human	Flight	2
14496	2	213	recall	29	1956	three miles above the ground .	[933, 963]	human	Flight	2
14497	2	213	recall	30	1957	larry eventually touched down safely	[966, 1002]	human	Flight	2
14498	2	213	recall	31	1961	however , the faa seemed to have umbrage about larry disrupting airspace	[1004, 1075]	human	Flight	2
14499	2	213	recall	32	1960	they arrested him	[1077, 1094]	human	Flight	2
14500	2	213	recall	33	1962	but not before word could spread about the incident .	[1096, 1149]	human	Flight	2
14501	2	213	recall	34	2242	"one reporter asked him , "" why did you do it ? """	[1149, 1193]	human	Flight	2
14502	2	213	recall	35	2243	"he said , "" a man ca n't just sit still "" ."	[1194, 1232]	human	Flight	2
14503	2	214	study	1	1924	Larry Walters had a dream that he could fly.  	[0, 46]	human	Flight	3
14504	2	214	study	2	1925	The problem was that Larry's vision was poor, 	[46, 92]	human	Flight	3
14505	2	214	study	3	1926	and he was thus ill-suited to become a pilot. 	[92, 138]	human	Flight	3
14506	2	214	study	4	1927	Most people, faced with similar limitations, might let go of such a dream.	[138, 212]	human	Flight	3
14507	2	214	study	5	1928	Larry Walters was not most people. 	[212, 247]	human	Flight	3
14508	2	214	study	6	1929	On a sunny summer day 	[247, 269]	human	Flight	3
14509	2	214	study	7	1930	in 1982, 	[269, 278]	human	Flight	3
14510	2	214	study	8	1931	in his modest backyard 	[278, 301]	human	Flight	3
14511	2	214	study	9	1932	in San Pedro, 	[301, 315]	human	Flight	3
14512	2	214	study	10	1933	Larry boarded a makeshift aircraft 	[315, 350]	human	Flight	3
14513	2	214	study	11	1934	comprising a lawn chair, 	[350, 375]	human	Flight	3
14514	2	214	study	12	1935	a seat belt, 	[375, 388]	human	Flight	3
14515	2	214	study	13	1936	and forty-odd weather balloons. 	[388, 420]	human	Flight	3
14516	2	214	study	14	1937	Armed with a pellet gun, 	[420, 445]	human	Flight	3
14517	2	214	study	15	1938	a CB radio, 	[445, 457]	human	Flight	3
14518	2	214	study	16	1939	and a cooler full of sandwiches, 	[457, 490]	human	Flight	3
14519	2	214	study	17	1940	he released the line that tethered his craft 	[490, 535]	human	Flight	3
14520	2	214	study	18	1941	to his Jeep, 	[535, 548]	human	Flight	3
14521	2	214	study	19	1942	rose to a height of thirty feet or so, 	[548, 587]	human	Flight	3
14522	2	214	study	20	1943	and had himself a little picnic. 	[587, 620]	human	Flight	3
14523	2	214	study	21	1944	He planned to just shoot out a couple balloons and float gently back to earth, 	[620, 699]	human	Flight	3
14524	2	214	study	22	1945	just as easy as could be.	[699, 724]	human	Flight	3
14525	2	214	study	23	1946	But Larry, it would seem, was not so good with physics. 	[724, 780]	human	Flight	3
14526	2	214	study	24	1947	When he released the tether, his craft rose 	[780, 824]	human	Flight	3
14527	2	214	study	25	1948	15,000 feet in the air. 	[824, 848]	human	Flight	3
14528	2	214	study	26	1949	According to some reports, 	[848, 875]	human	Flight	3
14529	2	214	study	27	1950	he didn't dare shoot out the balloons, 	[875, 914]	human	Flight	3
14530	2	214	study	28	1951	for fear the chair would tip. 	[914, 944]	human	Flight	3
14531	2	214	study	29	1952	Eventually, he drifted into the approach corridor of Long Beach airport, 	[944, 1017]	human	Flight	3
14532	2	214	study	30	1953	disrupting air traffic. 	[1017, 1041]	human	Flight	3
14533	2	214	study	31	1954	Imagine for a moment what that must have looked like to the folks waiting for clearance to land: 	[1041, 1138]	human	Flight	3
14534	2	214	study	32	1955	a man in a lawn chair with a gun, 	[1138, 1172]	human	Flight	3
14535	2	214	study	33	1956	some three miles above the ground. 	[1172, 1207]	human	Flight	3
14536	2	214	study	34	1957	He did finally touch down safely, 	[1207, 1241]	human	Flight	3
14537	2	214	study	35	1958	though not before getting tangled in some power lines 	[1241, 1295]	human	Flight	3
14538	2	214	study	36	1959	and knocking out power in the entire Long Beach area. 	[1295, 1349]	human	Flight	3
14539	2	214	study	37	1960	It goes without saying that Larry, upon touchdown, was arrested. 	[1349, 1414]	human	Flight	3
14540	2	214	study	38	1961	Seems the FAA took umbrage with his violation of restricted airspace.	[1414, 1483]	human	Flight	3
14541	2	214	study	39	1962	But by the time they nabbed him, the story had spread, 	[1483, 1538]	human	Flight	3
14542	2	214	study	40	1963	and a few crack reporters witnessed his arrest. 	[1538, 1586]	human	Flight	3
14543	2	214	study	41	1964	One of those reporters asked why he'd done it. 	[1586, 1633]	human	Flight	3
14544	2	214	study	42	1965	Larry's response? 	[1633, 1651]	human	Flight	3
14545	2	214	study	43	1966	"""A man can't just sit around."""	[1651, 1681]	human	Flight	3
14546	2	214	recall	1	2244	i also do n't really remember this story either .	[0, 47]	human	Flight	3
14547	2	214	recall	2	2245	"i do remember that in the last few lines it says , "" a man ca n't just sit around ! """	[48, 128]	human	Flight	3
14548	3	215	study	1	1924	Larry Walters had a dream that he could fly.  	[0, 46]	human	Flight	1
14549	3	215	study	2	1925	The problem was that Larry's vision was poor, 	[46, 92]	human	Flight	1
14550	3	215	study	3	1926	and he was thus ill-suited to become a pilot. 	[92, 138]	human	Flight	1
14551	3	215	study	4	1927	Most people, faced with similar limitations, might let go of such a dream.	[138, 212]	human	Flight	1
14552	3	215	study	5	1928	Larry Walters was not most people. 	[212, 247]	human	Flight	1
14553	3	215	study	6	1929	On a sunny summer day 	[247, 269]	human	Flight	1
14554	3	215	study	7	1930	in 1982, 	[269, 278]	human	Flight	1
14555	3	215	study	8	1931	in his modest backyard 	[278, 301]	human	Flight	1
14556	3	215	study	9	1932	in San Pedro, 	[301, 315]	human	Flight	1
14557	3	215	study	10	1933	Larry boarded a makeshift aircraft 	[315, 350]	human	Flight	1
14558	3	215	study	11	1934	comprising a lawn chair, 	[350, 375]	human	Flight	1
14559	3	215	study	12	1935	a seat belt, 	[375, 388]	human	Flight	1
14560	3	215	study	13	1936	and forty-odd weather balloons. 	[388, 420]	human	Flight	1
14561	3	215	study	14	1937	Armed with a pellet gun, 	[420, 445]	human	Flight	1
14562	3	215	study	15	1938	a CB radio, 	[445, 457]	human	Flight	1
14563	3	215	study	16	1939	and a cooler full of sandwiches, 	[457, 490]	human	Flight	1
14564	3	215	study	17	1940	he released the line that tethered his craft 	[490, 535]	human	Flight	1
14565	3	215	study	18	1941	to his Jeep, 	[535, 548]	human	Flight	1
14566	3	215	study	19	1942	rose to a height of thirty feet or so, 	[548, 587]	human	Flight	1
14567	3	215	study	20	1943	and had himself a little picnic. 	[587, 620]	human	Flight	1
14568	3	215	study	21	1944	He planned to just shoot out a couple balloons and float gently back to earth, 	[620, 699]	human	Flight	1
14569	3	215	study	22	1945	just as easy as could be.	[699, 724]	human	Flight	1
14570	3	215	study	23	1946	But Larry, it would seem, was not so good with physics. 	[724, 780]	human	Flight	1
14571	3	215	study	24	1947	When he released the tether, his craft rose 	[780, 824]	human	Flight	1
14572	3	215	study	25	1948	15,000 feet in the air. 	[824, 848]	human	Flight	1
14573	3	215	study	26	1949	According to some reports, 	[848, 875]	human	Flight	1
14574	3	215	study	27	1950	he didn't dare shoot out the balloons, 	[875, 914]	human	Flight	1
14575	3	215	study	28	1951	for fear the chair would tip. 	[914, 944]	human	Flight	1
14576	3	215	study	29	1952	Eventually, he drifted into the approach corridor of Long Beach airport, 	[944, 1017]	human	Flight	1
14577	3	215	study	30	1953	disrupting air traffic. 	[1017, 1041]	human	Flight	1
14578	3	215	study	31	1954	Imagine for a moment what that must have looked like to the folks waiting for clearance to land: 	[1041, 1138]	human	Flight	1
14579	3	215	study	32	1955	a man in a lawn chair with a gun, 	[1138, 1172]	human	Flight	1
14580	3	215	study	33	1956	some three miles above the ground. 	[1172, 1207]	human	Flight	1
14581	3	215	study	34	1957	He did finally touch down safely, 	[1207, 1241]	human	Flight	1
14582	3	215	study	35	1958	though not before getting tangled in some power lines 	[1241, 1295]	human	Flight	1
14583	3	215	study	36	1959	and knocking out power in the entire Long Beach area. 	[1295, 1349]	human	Flight	1
14584	3	215	study	37	1960	It goes without saying that Larry, upon touchdown, was arrested. 	[1349, 1414]	human	Flight	1
14585	3	215	study	38	1961	Seems the FAA took umbrage with his violation of restricted airspace.	[1414, 1483]	human	Flight	1
14586	3	215	study	39	1962	But by the time they nabbed him, the story had spread, 	[1483, 1538]	human	Flight	1
14587	3	215	study	40	1963	and a few crack reporters witnessed his arrest. 	[1538, 1586]	human	Flight	1
14588	3	215	study	41	1964	One of those reporters asked why he'd done it. 	[1586, 1633]	human	Flight	1
14589	3	215	study	42	1965	Larry's response? 	[1633, 1651]	human	Flight	1
14590	3	215	study	43	1966	"""A man can't just sit around."""	[1651, 1681]	human	Flight	1
14591	3	215	recall	1	1924	larry walters had a dream that he could fly	[0, 43]	human	Flight	1
14592	3	215	recall	2	1925	the problem was that his vision was poor	[45, 86]	human	Flight	1
14593	3	215	recall	4	1926	he was thus ill- suited to become a pilot	[90, 131]	human	Flight	1
14594	3	215	recall	5	1927	most people , faced with such limitations , might just let that dream go	[133, 203]	human	Flight	1
14595	3	215	recall	6	1928	larry walters was not most people	[208, 241]	human	Flight	1
14596	3	215	recall	7	1929	one sunny day	[243, 257]	human	Flight	1
14597	3	215	recall	8	1930	in 1982	[257, 264]	human	Flight	1
14598	3	215	recall	9	1932	in his modest san pedro	[265, 289]	human	Flight	1
14599	3	215	recall	10	2246	home ,	[289, 295]	human	Flight	1
14600	3	215	recall	11	1933	larry constructed an aircraft	[295, 325]	human	Flight	1
14601	3	215	recall	12	1934	compromised of a lawn chair	[325, 352]	human	Flight	1
14602	3	215	recall	13	1935	a seatbelt	[354, 364]	human	Flight	1
14603	3	215	recall	3	2247	  and	[85, 90]	human	Flight	1
14604	3	215	recall	14	1936	forty- odd weather balloons	[369, 396]	human	Flight	1
14605	3	215	recall	15	1937	armed only with a pellet gun ,	[398, 428]	human	Flight	1
14606	3	215	recall	16	1938	cb radio	[430, 439]	human	Flight	1
14607	3	215	recall	17	1939	a cooler full of sandwiches	[443, 470]	human	Flight	1
14608	3	215	recall	18	1940	he cut the line that tethered his craft	[472, 512]	human	Flight	1
14609	3	215	recall	19	1941	to his jeep	[512, 523]	human	Flight	1
14610	3	215	recall	20	1942	the craft rose to about thirty feet	[525, 560]	human	Flight	1
14611	3	215	recall	21	1943	and larry had himself a nice little picnic .	[562, 606]	human	Flight	1
14612	3	215	recall	22	1944	he planned to shoot a couple of the balloons and float back down the earthy ,	[606, 683]	human	Flight	1
14613	3	215	recall	23	1945	just as easy as can be	[683, 705]	human	Flight	1
14614	3	215	recall	24	1946	the problem was that larry was not so good with physics	[710, 765]	human	Flight	1
14615	3	215	recall	25	1948	and his aircraft quickly rose to 15,000 feet	[767, 811]	human	Flight	1
14616	3	215	recall	26	1950	scared to shoot any of the balloons	[813, 849]	human	Flight	1
14617	3	215	recall	27	1951	for fear that he might tip	[849, 875]	human	Flight	1
14618	3	215	recall	28	1952	larry eventually floated into the long beach airport area	[877, 934]	human	Flight	1
14619	3	215	recall	29	2247	imagine for a second what that must have looked like .	[936, 989]	human	Flight	1
14620	3	215	recall	30	1957	he did eventually drift back down to earth ,	[990, 1034]	human	Flight	1
14621	3	215	recall	31	1958	but not before getting tangled in some power lines	[1034, 1085]	human	Flight	1
14622	3	215	recall	32	1959	and taking out the power for the entire long beach area	[1085, 1140]	human	Flight	1
14623	3	215	recall	33	1960	needless to say , upon touching back down , larry was immediately arrested	[1145, 1217]	human	Flight	1
14624	3	215	recall	34	2248	it seemed that faa had not taken kindly to his flying in unregulated airspace .	[1219, 1297]	human	Flight	1
14625	3	215	recall	35	1962	but the story had taken off	[1298, 1325]	human	Flight	1
14626	3	215	recall	36	1963	  an there were a few crack reporters on the scene was he was arrested	[1326, 1395]	human	Flight	1
14627	3	215	recall	37	2249	one asked why he did it .	[1397, 1421]	human	Flight	1
14628	3	215	recall	38	2250	larry 's response ?	[1422, 1439]	human	Flight	1
14629	3	215	recall	39	2251	a man ca n't just sit around	[1441, 1468]	human	Flight	1
14630	3	216	study	1	1924	Larry Walters had a dream that he could fly.  	[0, 46]	human	Flight	2
14631	3	216	study	2	1925	The problem was that Larry's vision was poor, 	[46, 92]	human	Flight	2
14632	3	216	study	3	1926	and he was thus ill-suited to become a pilot. 	[92, 138]	human	Flight	2
14633	3	216	study	4	1927	Most people, faced with similar limitations, might let go of such a dream.	[138, 212]	human	Flight	2
14634	3	216	study	5	1928	Larry Walters was not most people. 	[212, 247]	human	Flight	2
14635	3	216	study	6	1929	On a sunny summer day 	[247, 269]	human	Flight	2
14636	3	216	study	7	1930	in 1982, 	[269, 278]	human	Flight	2
14637	3	216	study	8	1931	in his modest backyard 	[278, 301]	human	Flight	2
14638	3	216	study	9	1932	in San Pedro, 	[301, 315]	human	Flight	2
14639	3	216	study	10	1933	Larry boarded a makeshift aircraft 	[315, 350]	human	Flight	2
14640	3	216	study	11	1934	comprising a lawn chair, 	[350, 375]	human	Flight	2
14641	3	216	study	12	1935	a seat belt, 	[375, 388]	human	Flight	2
14642	3	216	study	13	1936	and forty-odd weather balloons. 	[388, 420]	human	Flight	2
14643	3	216	study	14	1937	Armed with a pellet gun, 	[420, 445]	human	Flight	2
14644	3	216	study	15	1938	a CB radio, 	[445, 457]	human	Flight	2
14645	3	216	study	16	1939	and a cooler full of sandwiches, 	[457, 490]	human	Flight	2
14646	3	216	study	17	1940	he released the line that tethered his craft 	[490, 535]	human	Flight	2
14647	3	216	study	18	1941	to his Jeep, 	[535, 548]	human	Flight	2
14648	3	216	study	19	1942	rose to a height of thirty feet or so, 	[548, 587]	human	Flight	2
14649	3	216	study	20	1943	and had himself a little picnic. 	[587, 620]	human	Flight	2
14650	3	216	study	21	1944	He planned to just shoot out a couple balloons and float gently back to earth, 	[620, 699]	human	Flight	2
14651	3	216	study	22	1945	just as easy as could be.	[699, 724]	human	Flight	2
14652	3	216	study	23	1946	But Larry, it would seem, was not so good with physics. 	[724, 780]	human	Flight	2
14653	3	216	study	24	1947	When he released the tether, his craft rose 	[780, 824]	human	Flight	2
14654	3	216	study	25	1948	15,000 feet in the air. 	[824, 848]	human	Flight	2
14655	3	216	study	26	1949	According to some reports, 	[848, 875]	human	Flight	2
14656	3	216	study	27	1950	he didn't dare shoot out the balloons, 	[875, 914]	human	Flight	2
14657	3	216	study	28	1951	for fear the chair would tip. 	[914, 944]	human	Flight	2
14658	3	216	study	29	1952	Eventually, he drifted into the approach corridor of Long Beach airport, 	[944, 1017]	human	Flight	2
14659	3	216	study	30	1953	disrupting air traffic. 	[1017, 1041]	human	Flight	2
14660	3	216	study	31	1954	Imagine for a moment what that must have looked like to the folks waiting for clearance to land: 	[1041, 1138]	human	Flight	2
14661	3	216	study	32	1955	a man in a lawn chair with a gun, 	[1138, 1172]	human	Flight	2
14662	3	216	study	33	1956	some three miles above the ground. 	[1172, 1207]	human	Flight	2
14663	3	216	study	34	1957	He did finally touch down safely, 	[1207, 1241]	human	Flight	2
14664	3	216	study	35	1958	though not before getting tangled in some power lines 	[1241, 1295]	human	Flight	2
14665	3	216	study	36	1959	and knocking out power in the entire Long Beach area. 	[1295, 1349]	human	Flight	2
14666	3	216	study	37	1960	It goes without saying that Larry, upon touchdown, was arrested. 	[1349, 1414]	human	Flight	2
14667	3	216	study	38	1961	Seems the FAA took umbrage with his violation of restricted airspace.	[1414, 1483]	human	Flight	2
14668	3	216	study	39	1962	But by the time they nabbed him, the story had spread, 	[1483, 1538]	human	Flight	2
14669	3	216	study	40	1963	and a few crack reporters witnessed his arrest. 	[1538, 1586]	human	Flight	2
14670	3	216	study	41	1964	One of those reporters asked why he'd done it. 	[1586, 1633]	human	Flight	2
14671	3	216	study	42	1965	Larry's response? 	[1633, 1651]	human	Flight	2
14672	3	216	study	43	1966	"""A man can't just sit around."""	[1651, 1681]	human	Flight	2
14673	3	216	recall	1	1924	larry walters had a dream that he could fly	[0, 43]	human	Flight	2
14674	3	216	recall	2	2252	. the problem was that larry 's vision was poor , and	[43, 95]	human	Flight	2
14675	3	216	recall	3	1926	he was thus ill- suited to become a pilot	[95, 136]	human	Flight	2
14676	3	216	recall	4	1927	most people , faced with such limitations , might just let that dream go .	[138, 209]	human	Flight	2
14677	3	216	recall	5	1928	larry walters was not most people	[213, 246]	human	Flight	2
14678	3	216	recall	6	1929	one sunny summer day	[248, 269]	human	Flight	2
14679	3	216	recall	7	1930	in 1982	[269, 276]	human	Flight	2
14680	3	216	recall	8	1931	in the modest backyard	[278, 301]	human	Flight	2
14681	3	216	recall	9	1932	san pedro	[308, 318]	human	Flight	2
14682	3	216	recall	10	2253	home ,	[318, 324]	human	Flight	2
14683	3	216	recall	11	1933	larry boarded an aircraft	[324, 350]	human	Flight	2
14684	3	216	recall	12	1934	comprised of a lawn chair	[350, 375]	human	Flight	2
14685	3	216	recall	13	1935	a seatbelt	[377, 387]	human	Flight	2
14686	3	216	recall	14	1936	and forty- odd weather balloons	[389, 420]	human	Flight	2
14687	3	216	recall	15	1940	he released the line that tethered his craft	[422, 467]	human	Flight	2
14688	3	216	recall	16	1941	to his jeep	[467, 478]	human	Flight	2
14689	3	216	recall	17	1937	armed with a pellet gun ,	[480, 505]	human	Flight	2
14690	3	216	recall	18	1938	a cb radio , and	[505, 521]	human	Flight	2
14691	3	216	recall	19	1939	a cooler full of sandwiches	[521, 549]	human	Flight	2
14692	3	216	recall	20	1943	had a little picnic .	[553, 574]	human	Flight	2
14693	3	216	recall	21	1944	he planned to shoot out a few balloons , and float back to the earth	[574, 642]	human	Flight	2
14694	3	216	recall	22	1945	just as easy as can be	[642, 664]	human	Flight	2
14695	3	216	recall	23	1946	it seems larry was not so good with physics	[669, 712]	human	Flight	2
14696	3	216	recall	24	1948	his aircraft quickly rose to 15,000 feet	[714, 754]	human	Flight	2
14697	3	216	recall	25	1949	some reports	[756, 768]	human	Flight	2
14698	3	216	recall	26	1950	said he was too scared to shoot any of the balloons	[770, 822]	human	Flight	2
14699	3	216	recall	27	1951	for fear that he might tip	[822, 848]	human	Flight	2
14700	3	216	recall	28	1952	he eventually floated into the approach area of the long beach airport	[850, 920]	human	Flight	2
14701	3	216	recall	29	1954	imagine for a second what that must have looked like for the folks who were awaiting clearance to land	[922, 1024]	human	Flight	2
14702	3	216	recall	30	1955	a man armed with a gun floating	[1026, 1058]	human	Flight	2
14703	3	216	recall	31	1956	some three miles in the air	[1058, 1085]	human	Flight	2
14704	3	216	recall	32	1957	he eventually did drift back down ,	[1087, 1122]	human	Flight	2
14705	3	216	recall	33	1958	but not before getting entangled in some power lines	[1122, 1175]	human	Flight	2
14706	3	216	recall	34	1959	and taking out the power for the greater long beach area	[1175, 1231]	human	Flight	2
14707	3	216	recall	35	2253	needless to say , upon touching down on earth , larry was immediately arrested .	[1237, 1314]	human	Flight	2
14708	3	216	recall	36	1961	it seems the faa had taken umbrage with his flying into restricted airspace	[1315, 1390]	human	Flight	2
14709	3	216	recall	37	1962	but by that time the story had spread	[1392, 1429]	human	Flight	2
14710	3	216	recall	38	1963	and a few crack reporters were already on the ground when he was arrested	[1431, 1504]	human	Flight	2
14711	3	216	recall	39	2254	one asked why he 'd done it .	[1506, 1533]	human	Flight	2
14712	3	216	recall	40	2255	larry 's response ?	[1534, 1551]	human	Flight	2
14713	3	216	recall	41	2255	a man ca n't just sit around .	[1553, 1581]	human	Flight	2
14714	3	217	study	1	1924	Larry Walters had a dream that he could fly.  	[0, 46]	human	Flight	3
14715	3	217	study	2	1925	The problem was that Larry's vision was poor, 	[46, 92]	human	Flight	3
14716	3	217	study	3	1926	and he was thus ill-suited to become a pilot. 	[92, 138]	human	Flight	3
14717	3	217	study	4	1927	Most people, faced with similar limitations, might let go of such a dream.	[138, 212]	human	Flight	3
14718	3	217	study	5	1928	Larry Walters was not most people. 	[212, 247]	human	Flight	3
14719	3	217	study	6	1929	On a sunny summer day 	[247, 269]	human	Flight	3
14720	3	217	study	7	1930	in 1982, 	[269, 278]	human	Flight	3
14721	3	217	study	8	1931	in his modest backyard 	[278, 301]	human	Flight	3
14722	3	217	study	9	1932	in San Pedro, 	[301, 315]	human	Flight	3
14723	3	217	study	10	1933	Larry boarded a makeshift aircraft 	[315, 350]	human	Flight	3
14724	3	217	study	11	1934	comprising a lawn chair, 	[350, 375]	human	Flight	3
14725	3	217	study	12	1935	a seat belt, 	[375, 388]	human	Flight	3
14726	3	217	study	13	1936	and forty-odd weather balloons. 	[388, 420]	human	Flight	3
14727	3	217	study	14	1937	Armed with a pellet gun, 	[420, 445]	human	Flight	3
14728	3	217	study	15	1938	a CB radio, 	[445, 457]	human	Flight	3
14729	3	217	study	16	1939	and a cooler full of sandwiches, 	[457, 490]	human	Flight	3
14730	3	217	study	17	1940	he released the line that tethered his craft 	[490, 535]	human	Flight	3
14731	3	217	study	18	1941	to his Jeep, 	[535, 548]	human	Flight	3
14732	3	217	study	19	1942	rose to a height of thirty feet or so, 	[548, 587]	human	Flight	3
14733	3	217	study	20	1943	and had himself a little picnic. 	[587, 620]	human	Flight	3
14734	3	217	study	21	1944	He planned to just shoot out a couple balloons and float gently back to earth, 	[620, 699]	human	Flight	3
14735	3	217	study	22	1945	just as easy as could be.	[699, 724]	human	Flight	3
14736	3	217	study	23	1946	But Larry, it would seem, was not so good with physics. 	[724, 780]	human	Flight	3
14737	3	217	study	24	1947	When he released the tether, his craft rose 	[780, 824]	human	Flight	3
14738	3	217	study	25	1948	15,000 feet in the air. 	[824, 848]	human	Flight	3
14739	3	217	study	26	1949	According to some reports, 	[848, 875]	human	Flight	3
14740	3	217	study	27	1950	he didn't dare shoot out the balloons, 	[875, 914]	human	Flight	3
14741	3	217	study	28	1951	for fear the chair would tip. 	[914, 944]	human	Flight	3
14742	3	217	study	29	1952	Eventually, he drifted into the approach corridor of Long Beach airport, 	[944, 1017]	human	Flight	3
14743	3	217	study	30	1953	disrupting air traffic. 	[1017, 1041]	human	Flight	3
14744	3	217	study	31	1954	Imagine for a moment what that must have looked like to the folks waiting for clearance to land: 	[1041, 1138]	human	Flight	3
14745	3	217	study	32	1955	a man in a lawn chair with a gun, 	[1138, 1172]	human	Flight	3
14746	3	217	study	33	1956	some three miles above the ground. 	[1172, 1207]	human	Flight	3
14747	3	217	study	34	1957	He did finally touch down safely, 	[1207, 1241]	human	Flight	3
14748	3	217	study	35	1958	though not before getting tangled in some power lines 	[1241, 1295]	human	Flight	3
14749	3	217	study	36	1959	and knocking out power in the entire Long Beach area. 	[1295, 1349]	human	Flight	3
14750	3	217	study	37	1960	It goes without saying that Larry, upon touchdown, was arrested. 	[1349, 1414]	human	Flight	3
14751	3	217	study	38	1961	Seems the FAA took umbrage with his violation of restricted airspace.	[1414, 1483]	human	Flight	3
14752	3	217	study	39	1962	But by the time they nabbed him, the story had spread, 	[1483, 1538]	human	Flight	3
14753	3	217	study	40	1963	and a few crack reporters witnessed his arrest. 	[1538, 1586]	human	Flight	3
14754	3	217	study	41	1964	One of those reporters asked why he'd done it. 	[1586, 1633]	human	Flight	3
14755	3	217	study	42	1965	Larry's response? 	[1633, 1651]	human	Flight	3
14756	3	217	study	43	1966	"""A man can't just sit around."""	[1651, 1681]	human	Flight	3
14757	3	217	recall	1	2256	paul smith had always wanted to fly .	[0, 36]	human	Flight	3
14758	3	217	recall	3	2257	  unfortunately , he was colorblind ,	[36, 71]	human	Flight	3
14759	3	217	recall	4	1926	which made being a pilot an unlikely future .	[71, 116]	human	Flight	3
14760	3	217	recall	5	1927	most people might just give up under such circumstances	[116, 171]	human	Flight	3
14761	3	217	recall	2	2258	", but paul smith was not most people . 				 one fine day ,"	[-1, 55]	human	Flight	3
14762	3	217	recall	6	1931	in the backyard	[227, 243]	human	Flight	3
14763	3	217	recall	7	2259	of his san fernando valley house , paul	[243, 282]	human	Flight	3
14764	3	217	recall	8	1933	constructed a craft	[282, 302]	human	Flight	3
14765	3	217	recall	9	1934	out of a lawn chair	[302, 322]	human	Flight	3
14766	3	217	recall	10	1936	forty odd weather balloons	[326, 352]	human	Flight	3
14767	3	217	recall	11	1937	armed only with a pellet gun ,	[354, 384]	human	Flight	3
14768	3	217	recall	12	1939	a cooler full of sandwiches	[384, 411]	human	Flight	3
14769	3	217	recall	13	1938	and a radio	[413, 425]	human	Flight	3
14770	3	217	recall	14	1940	he released the cord tethering him to	[425, 463]	human	Flight	3
14771	3	217	recall	15	2260	his vehicle . he would hover about fifteen feet in the air ,	[463, 522]	human	Flight	3
14772	3	217	recall	16	1943	have a nice little picnic	[522, 547]	human	Flight	3
14773	3	217	recall	17	1944	  then shoot a couple of the balloons and float right back down to the ground	[548, 625]	human	Flight	3
14774	3	217	recall	18	1945	just as easy as can be	[625, 647]	human	Flight	3
14775	3	217	recall	19	1946	the problem was the paul was not so good with physics	[649, 702]	human	Flight	3
14776	3	217	recall	20	2261	he floated thousands of feet in the air .	[704, 744]	human	Flight	3
14777	3	217	recall	21	1950	he was too scared to shoot any of the balloons	[745, 791]	human	Flight	3
14778	3	217	recall	22	1951	for fear that he might tip over .	[793, 826]	human	Flight	3
14779	3	217	recall	23	1952	he eventually floated over to the long beach airport	[826, 878]	human	Flight	3
14780	3	217	recall	24	1958	but not before getting tangled up in some wires	[880, 928]	human	Flight	3
14781	3	217	recall	25	1959	cutting the power to the greater long beach area	[932, 980]	human	Flight	3
14782	3	217	recall	26	2262	it seems the authorities did not take too kindly to his flying over restricted airspace .	[982, 1070]	human	Flight	3
14783	4	218	study	1	1924	Larry Walters had a dream that he could fly.  	[0, 46]	human	Flight	1
14784	4	218	study	2	1925	The problem was that Larry's vision was poor, 	[46, 92]	human	Flight	1
14785	4	218	study	3	1926	and he was thus ill-suited to become a pilot. 	[92, 138]	human	Flight	1
14786	4	218	study	4	1927	Most people, faced with similar limitations, might let go of such a dream.	[138, 212]	human	Flight	1
14787	4	218	study	5	1928	Larry Walters was not most people. 	[212, 247]	human	Flight	1
14788	4	218	study	6	1929	On a sunny summer day 	[247, 269]	human	Flight	1
14789	4	218	study	7	1930	in 1982, 	[269, 278]	human	Flight	1
14790	4	218	study	8	1931	in his modest backyard 	[278, 301]	human	Flight	1
14791	4	218	study	9	1932	in San Pedro, 	[301, 315]	human	Flight	1
14792	4	218	study	10	1933	Larry boarded a makeshift aircraft 	[315, 350]	human	Flight	1
14793	4	218	study	11	1934	comprising a lawn chair, 	[350, 375]	human	Flight	1
14794	4	218	study	12	1935	a seat belt, 	[375, 388]	human	Flight	1
14795	4	218	study	13	1936	and forty-odd weather balloons. 	[388, 420]	human	Flight	1
14796	4	218	study	14	1937	Armed with a pellet gun, 	[420, 445]	human	Flight	1
14797	4	218	study	15	1938	a CB radio, 	[445, 457]	human	Flight	1
14798	4	218	study	16	1939	and a cooler full of sandwiches, 	[457, 490]	human	Flight	1
14799	4	218	study	17	1940	he released the line that tethered his craft 	[490, 535]	human	Flight	1
